source_id	source_spec	bundle_uuid	bundle_version	file_document_id	file_type	file_name	file_format	read_index	file_size	file_uuid	file_version	file_crc32c	file_sha256	file_content_type	file_drs_uri	file_url	cell_suspension.provenance.document_id	cell_suspension.biomaterial_core.biomaterial_id	cell_suspension.estimated_cell_count	cell_suspension.selected_cell_type	sequencing_process.provenance.document_id	sequencing_protocol.instrument_manufacturer_model	sequencing_protocol.paired_end	library_preparation_protocol.library_construction_approach	library_preparation_protocol.nucleic_acid_source	project.provenance.document_id	project.contributors.institution	project.contributors.laboratory	project.project_core.project_short_name	project.project_core.project_title	project.estimated_cell_count	specimen_from_organism.provenance.document_id	specimen_from_organism.diseases	specimen_from_organism.organ	specimen_from_organism.organ_part	specimen_from_organism.preservation_storage.preservation_method	donor_organism.sex	donor_organism.biomaterial_core.biomaterial_id	donor_organism.provenance.document_id	donor_organism.genus_species	donor_organism.development_stage	donor_organism.diseases	donor_organism.organism_age	cell_line.provenance.document_id	cell_.biomaterial_core.biomaterial_id	organoid.provenance.document_id	organoid.biomaterial_core.biomaterial_id	organoid.model_organ	organoid.model_organ_part	_entity_type	sample.provenance.document_id	sample.biomaterial_core.biomaterial_id	sequencing_input.provenance.document_id	sequencing_input.biomaterial_core.biomaterial_id	sequencing_input_type
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	81b6fd7e-b9aa-4709-b07a-cca437a6124f	2025-02-24T11:08:55.943000Z	21650d38-505b-4af2-b38d-14e941ac21e5	analysis_file	GSM8493744_6854-32_barcodes.tsv.gz	tsv.gz		3763792	e597f784-1146-4c36-b311-081f27f3ef28	2025-02-20T12:33:07.281000Z	01f527ae	0020d3585e786c9937e17ba59a01bb9c95b1281d3b505d0103f49fe78c51570e	application/gzip; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_22220f3a-9cc9-4ddf-a8a9-7f112e84449b	https://service.azul.data.humancellatlas.org/repository/files/e597f784-1146-4c36-b311-081f27f3ef28?catalog=dcp47&version=2025-02-20T12%3A33%3A07.281000Z	0b1738f8-6a5f-4832-b103-9859b780751c	Liver-32	10000		81b6fd7e-b9aa-4709-b07a-cca437a6124f	Illumina NovaSeq 6000	False	10x 3' v3	single nucleus	64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	fb0b1721-1b0e-411b-bb21-6ed7c6ad6cb1	cirrhosis of liver	Liver			male	donor_4	f2cc558c-20f6-41b2-9b07-294ae442abe4	Homo sapiens	human adult stage	cirrhosis of liver	51-60 year							specimens	fb0b1721-1b0e-411b-bb21-6ed7c6ad6cb1	AM031	0b1738f8-6a5f-4832-b103-9859b780751c	Liver-32	cell_suspension
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	273d0e42-576f-4dc3-abee-e4cd8633782d	2025-02-24T11:08:55.943000Z	2518cdff-b566-4f4b-92f1-f8e9d7d0e49b	analysis_file	GSM8493746_6854-34_barcodes.tsv.gz	tsv.gz		4111462	2070e3df-45f9-414f-844f-18cdde2e486b	2025-02-20T12:33:07.410000Z	2a8ca29c	c6718f32967f5e611936c463dfb2a6c44b3362b1a47900e858758f257dd07ade	application/gzip; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_1c441834-97ff-433e-8226-e2754589f0c3	https://service.azul.data.humancellatlas.org/repository/files/2070e3df-45f9-414f-844f-18cdde2e486b?catalog=dcp47&version=2025-02-20T12%3A33%3A07.410000Z	e953c87e-1bef-4a20-a3fc-98ed584bc899	Liver-34	10000		273d0e42-576f-4dc3-abee-e4cd8633782d	Illumina NovaSeq 6000	False	10x 3' v3	single nucleus	64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	26d1f393-53c5-41ab-8863-d2bc9beabe14	fibrotic liver disease	Liver			male	donor_6	c2a8ef55-7e53-456a-a3b2-430db73ed9c2	Homo sapiens	human adult stage	fibrotic liver disease	61-70 year							specimens	26d1f393-53c5-41ab-8863-d2bc9beabe14	AM072	e953c87e-1bef-4a20-a3fc-98ed584bc899	Liver-34	cell_suspension
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	273d0e42-576f-4dc3-abee-e4cd8633782d	2025-02-24T11:08:55.943000Z	27b59343-4630-4835-898f-e2470e177fc0	analysis_file	GSM8493746_6854-34_features.tsv.gz	tsv.gz		540406	0db12ff7-7f76-40a4-86ab-de0b6aa8fe08	2025-02-20T12:33:07.430000Z	25587bc8	a0870373c884506c4f60ea6b3c7402dac1ae6e835ece86d46f9a47659bc4a8c6	application/gzip; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_22712a85-1f59-45e8-869c-31b42524ce62	https://service.azul.data.humancellatlas.org/repository/files/0db12ff7-7f76-40a4-86ab-de0b6aa8fe08?catalog=dcp47&version=2025-02-20T12%3A33%3A07.430000Z	e953c87e-1bef-4a20-a3fc-98ed584bc899	Liver-34	10000		273d0e42-576f-4dc3-abee-e4cd8633782d	Illumina NovaSeq 6000	False	10x 3' v3	single nucleus	64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	26d1f393-53c5-41ab-8863-d2bc9beabe14	fibrotic liver disease	Liver			male	donor_6	c2a8ef55-7e53-456a-a3b2-430db73ed9c2	Homo sapiens	human adult stage	fibrotic liver disease	61-70 year							specimens	26d1f393-53c5-41ab-8863-d2bc9beabe14	AM072	e953c87e-1bef-4a20-a3fc-98ed584bc899	Liver-34	cell_suspension
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	c7a5da4c-f3dd-4d82-baee-f6cb4950ddae	2025-02-24T11:08:55.943000Z	27e34c17-c2fd-41a1-b10d-a1b8d45ed436	analysis_file	X_raw_healthy_nucseq.csv	csv		9979663614	fbc49992-d3a9-444c-a484-f7d88098052b	2025-02-20T12:33:07.735000Z	b0b4fcba	19c90bc80c052423e7a482973bb7e2ba00d11bd544c097dc254839788fbd642d	application/octet-stream; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_6224105b-a482-4c52-9bc1-864dd48dae78	https://service.azul.data.humancellatlas.org/repository/files/fbc49992-d3a9-444c-a484-f7d88098052b?catalog=dcp47&version=2025-02-20T12%3A33%3A07.735000Z	29eb85cc-eedf-440e-b13c-b7d5a7d94de3 || 7b3ac037-4f65-4699-ad8d-73f03987ed23 || 7d4e1e07-82bc-43da-adec-aa8d755f12c9	Liver-13 || Liver-14 || Liver-18	30000		c7a5da4c-f3dd-4d82-baee-f6cb4950ddae	Illumina NovaSeq 6000	False	10x 3' v3	single nucleus	64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	52469344-f72d-49be-a251-19379c8e21ee || 7b241d73-0122-4822-9fac-38c55dbef786 || e93eb03d-3a41-4465-b58a-77e17617f880	normal	Liver			female || male	donor_1 || donor_2 || donor_3	7060464f-44b5-4f47-8703-48ba5c8e59f1 || e7427895-cf3f-4c48-bd0f-2028bffe28c8 || e9b23703-a1f6-485b-90c3-35339187ad48	Homo sapiens	human adult stage	normal	51-60 year || 61-70 year || 81-90 year							specimens	52469344-f72d-49be-a251-19379c8e21ee || 7b241d73-0122-4822-9fac-38c55dbef786 || e93eb03d-3a41-4465-b58a-77e17617f880	AM042 || AM048 || AM061	29eb85cc-eedf-440e-b13c-b7d5a7d94de3 || 7b3ac037-4f65-4699-ad8d-73f03987ed23 || 7d4e1e07-82bc-43da-adec-aa8d755f12c9	Liver-13 || Liver-14 || Liver-18	cell_suspension
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	4e368f86-9e1c-4ee4-bef9-d500f1f94a7c	2025-02-24T11:08:55.943000Z	297da5b0-6bf9-42e6-8ebe-f6acc879e6df	sequence_file	6854-18_S1_L001_R2_001.fastq.gz	fastq.gz	read2	6678126963	fac9ab66-3dd1-4697-a0eb-85a458360b4d	2025-02-20T12:33:06.851000Z	7caf222e	14faba462545c9082c24232e79650d1507d8e3614b33b8d63c01528ec3d106f1	binary/octet-stream; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_fd4c7ec4-c055-4a8f-90e3-dac026f3ec1d	https://service.azul.data.humancellatlas.org/repository/files/fac9ab66-3dd1-4697-a0eb-85a458360b4d?catalog=dcp47&version=2025-02-20T12%3A33%3A06.851000Z	7d4e1e07-82bc-43da-adec-aa8d755f12c9	Liver-18	10000		4e368f86-9e1c-4ee4-bef9-d500f1f94a7c	Illumina NovaSeq 6000	False	10x 3' v3	single nucleus	64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	7b241d73-0122-4822-9fac-38c55dbef786	normal	Liver			female	donor_2	e9b23703-a1f6-485b-90c3-35339187ad48	Homo sapiens	human adult stage	normal	81-90 year							specimens	7b241d73-0122-4822-9fac-38c55dbef786	AM061	7d4e1e07-82bc-43da-adec-aa8d755f12c9	Liver-18	cell_suspension
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	70525122-3e49-439b-80d8-cb1f4b87ef1a	2025-02-24T11:08:55.943000Z	31690be9-78e2-4fc1-ac41-e9db2fd1f88d	analysis_file	adata_healthy_nucseq.h5ad	h5ad		3211538792	4a5924c4-569b-4bf3-a064-206a010209d3	2025-02-20T12:33:07.899000Z	92eedc6d	40fdbe585816a711826d3d0075a83c89304c5df0dbb3b20f2a9173c06d630ef3	application/octet-stream; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_d703f7df-bcd6-42c4-b862-66ac1ba993ee	https://service.azul.data.humancellatlas.org/repository/files/4a5924c4-569b-4bf3-a064-206a010209d3?catalog=dcp47&version=2025-02-20T12%3A33%3A07.899000Z	29eb85cc-eedf-440e-b13c-b7d5a7d94de3 || 7b3ac037-4f65-4699-ad8d-73f03987ed23 || 7d4e1e07-82bc-43da-adec-aa8d755f12c9	Liver-13 || Liver-14 || Liver-18	30000		70525122-3e49-439b-80d8-cb1f4b87ef1a	Illumina NovaSeq 6000	False	10x 3' v3	single nucleus	64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	52469344-f72d-49be-a251-19379c8e21ee || 7b241d73-0122-4822-9fac-38c55dbef786 || e93eb03d-3a41-4465-b58a-77e17617f880	normal	Liver			female || male	donor_1 || donor_2 || donor_3	7060464f-44b5-4f47-8703-48ba5c8e59f1 || e7427895-cf3f-4c48-bd0f-2028bffe28c8 || e9b23703-a1f6-485b-90c3-35339187ad48	Homo sapiens	human adult stage	normal	51-60 year || 61-70 year || 81-90 year							specimens	52469344-f72d-49be-a251-19379c8e21ee || 7b241d73-0122-4822-9fac-38c55dbef786 || e93eb03d-3a41-4465-b58a-77e17617f880	AM042 || AM048 || AM061	29eb85cc-eedf-440e-b13c-b7d5a7d94de3 || 7b3ac037-4f65-4699-ad8d-73f03987ed23 || 7d4e1e07-82bc-43da-adec-aa8d755f12c9	Liver-13 || Liver-14 || Liver-18	cell_suspension
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	8c148140-ffb1-4b38-b903-fd6993b7e4d1	2025-02-24T11:08:55.943000Z	323e27ab-9414-459a-bee5-7a5b5983242c	analysis_file	GSM6416569_6854-14_barcodes.tsv.gz	tsv.gz		6078497	d799bf39-3423-4c5c-af21-bdb72aad3f65	2025-02-20T12:33:07.054000Z	0527c2a6	e722c35d7719975c710126b99cff305523550060fa8deec3d858e75cbb263f42	application/gzip; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_db4e29c6-c685-45ba-9175-470fb0d03144	https://service.azul.data.humancellatlas.org/repository/files/d799bf39-3423-4c5c-af21-bdb72aad3f65?catalog=dcp47&version=2025-02-20T12%3A33%3A07.054000Z	7b3ac037-4f65-4699-ad8d-73f03987ed23	Liver-14	10000		8c148140-ffb1-4b38-b903-fd6993b7e4d1	Illumina NovaSeq 6000	False	10x 3' v3	single nucleus	64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	e93eb03d-3a41-4465-b58a-77e17617f880	normal	Liver			male	donor_3	7060464f-44b5-4f47-8703-48ba5c8e59f1	Homo sapiens	human adult stage	normal	61-70 year							specimens	e93eb03d-3a41-4465-b58a-77e17617f880	AM048	7b3ac037-4f65-4699-ad8d-73f03987ed23	Liver-14	cell_suspension
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	c49cbaad-0be0-4997-802f-f302b16743b1	2025-02-24T11:08:55.943000Z	3b6f188f-4d33-485f-bc60-f7d9b133dc0d	analysis_file	X_raw_healthy_diseased_merfish.csv	csv		2455538208	257d3735-01b3-46f8-805f-d7ce8e5b310a	2025-02-20T12:33:07.627000Z	72f1320d	26df0d36207aded4e57c7fd6e4c7f8929160d7097bda3a672c8c7a1a09b9b1e6	application/octet-stream; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_225c9513-6b40-4be2-b563-cc9f2349f25b	https://service.azul.data.humancellatlas.org/repository/files/257d3735-01b3-46f8-805f-d7ce8e5b310a?catalog=dcp47&version=2025-02-20T12%3A33%3A07.627000Z										64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	26d1f393-53c5-41ab-8863-d2bc9beabe14 || 52469344-f72d-49be-a251-19379c8e21ee || 7b241d73-0122-4822-9fac-38c55dbef786 || 7e4b6819-217a-4f12-82cc-87197263561f || e93eb03d-3a41-4465-b58a-77e17617f880 || fb0b1721-1b0e-411b-bb21-6ed7c6ad6cb1	cirrhosis of liver || fibrotic liver disease || normal	Liver			female || male	donor_1 || donor_2 || donor_3 || donor_4 || donor_5 || donor_6	1048b149-5c5e-445b-bd78-e718d183cfd5 || 7060464f-44b5-4f47-8703-48ba5c8e59f1 || c2a8ef55-7e53-456a-a3b2-430db73ed9c2 || e7427895-cf3f-4c48-bd0f-2028bffe28c8 || e9b23703-a1f6-485b-90c3-35339187ad48 || f2cc558c-20f6-41b2-9b07-294ae442abe4	Homo sapiens	human adult stage	cirrhosis of liver || fibrotic liver disease || normal	41-50 year || 51-60 year || 61-70 year || 81-90 year							specimens	26d1f393-53c5-41ab-8863-d2bc9beabe14 || 52469344-f72d-49be-a251-19379c8e21ee || 7b241d73-0122-4822-9fac-38c55dbef786 || 7e4b6819-217a-4f12-82cc-87197263561f || e93eb03d-3a41-4465-b58a-77e17617f880 || fb0b1721-1b0e-411b-bb21-6ed7c6ad6cb1	AM031 || AM042 || AM048 || AM061 || AM062 || AM072			
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	07f8966c-df54-41de-8468-472434fe9279	2025-02-24T11:08:55.943000Z	3e912528-300a-41c6-bfec-a8b4f04fbb5c	analysis_file	GSM8493745_6854-33_features.tsv.gz	tsv.gz		540406	05510dcb-d9a9-4dfd-8fc3-f7c6b8626327	2025-02-20T12:33:07.368000Z	25587bc8	a0870373c884506c4f60ea6b3c7402dac1ae6e835ece86d46f9a47659bc4a8c6	application/gzip; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_27bb63da-498a-4588-8b1a-d576622a3874	https://service.azul.data.humancellatlas.org/repository/files/05510dcb-d9a9-4dfd-8fc3-f7c6b8626327?catalog=dcp47&version=2025-02-20T12%3A33%3A07.368000Z	1d1d4577-c638-433b-8f7e-77bf88ea0b78	Liver-33	10000		07f8966c-df54-41de-8468-472434fe9279	Illumina NovaSeq 6000	False	10x 3' v3	single nucleus	64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	7e4b6819-217a-4f12-82cc-87197263561f	fibrotic liver disease	Liver			female	donor_5	1048b149-5c5e-445b-bd78-e718d183cfd5	Homo sapiens	human adult stage	fibrotic liver disease	41-50 year							specimens	7e4b6819-217a-4f12-82cc-87197263561f	AM062	1d1d4577-c638-433b-8f7e-77bf88ea0b78	Liver-33	cell_suspension
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	8de862c5-4ae6-44ee-b5da-06506f2315f9	2025-02-24T11:08:55.943000Z	426b0aaa-7ac0-400a-9042-ca637f8c9fd7	analysis_file	segmentation_AM072_20220303.csv	csv		650389073	5b275da6-abd6-42ab-848c-a8af0730f2bf	2025-02-20T12:33:08.346000Z	a57a6e49	26a409bf8dcd8d9da9b8e2e5c11f1e99acb56d9e432a0a7f41e40161a64b9b7f	application/octet-stream; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_4d6d168b-79d4-4d0a-a07c-fbca821830e2	https://service.azul.data.humancellatlas.org/repository/files/5b275da6-abd6-42ab-848c-a8af0730f2bf?catalog=dcp47&version=2025-02-20T12%3A33%3A08.346000Z										64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	26d1f393-53c5-41ab-8863-d2bc9beabe14	fibrotic liver disease	Liver			male	donor_6	c2a8ef55-7e53-456a-a3b2-430db73ed9c2	Homo sapiens	human adult stage	fibrotic liver disease	61-70 year							specimens	26d1f393-53c5-41ab-8863-d2bc9beabe14	AM072			
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	8ed6caa7-1642-4fa1-9200-dfc42f81b3e2	2025-02-24T11:08:55.943000Z	42ff6df5-c00d-4323-9f53-3265294b589a	analysis_file	gene_names_merfish_nucseq_diseased_hep.csv	csv		2252	d429be1d-6a80-447e-909c-d236999f17ce	2025-02-20T12:33:08.196000Z	c0fc38ba	2067bb457b5e59bf488f92401c531e8f6dc720430090cdca221196a776c7b5b3	application/octet-stream; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_25339858-2653-4c4f-95b4-82a907d5087d	https://service.azul.data.humancellatlas.org/repository/files/d429be1d-6a80-447e-909c-d236999f17ce?catalog=dcp47&version=2025-02-20T12%3A33%3A08.196000Z	0b1738f8-6a5f-4832-b103-9859b780751c || 1d1d4577-c638-433b-8f7e-77bf88ea0b78 || e953c87e-1bef-4a20-a3fc-98ed584bc899	Liver-32 || Liver-33 || Liver-34	30000		8ed6caa7-1642-4fa1-9200-dfc42f81b3e2	Illumina NovaSeq 6000	False	10x 3' v3	single nucleus	64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	26d1f393-53c5-41ab-8863-d2bc9beabe14 || 7e4b6819-217a-4f12-82cc-87197263561f || fb0b1721-1b0e-411b-bb21-6ed7c6ad6cb1	cirrhosis of liver || fibrotic liver disease	Liver			female || male	donor_4 || donor_5 || donor_6	1048b149-5c5e-445b-bd78-e718d183cfd5 || c2a8ef55-7e53-456a-a3b2-430db73ed9c2 || f2cc558c-20f6-41b2-9b07-294ae442abe4	Homo sapiens	human adult stage	cirrhosis of liver || fibrotic liver disease	41-50 year || 51-60 year || 61-70 year							specimens	26d1f393-53c5-41ab-8863-d2bc9beabe14 || 7e4b6819-217a-4f12-82cc-87197263561f || fb0b1721-1b0e-411b-bb21-6ed7c6ad6cb1	AM031 || AM062 || AM072	0b1738f8-6a5f-4832-b103-9859b780751c || 1d1d4577-c638-433b-8f7e-77bf88ea0b78 || 2b70f599-96b8-495a-8b9b-763d63a7aca9 || c5cb9f73-1813-4446-b3b4-fb5213aee2c9 || d4b91990-d865-49f1-afcf-2b33ae8aa524 || e953c87e-1bef-4a20-a3fc-98ed584bc899	AM031_imaged || AM062_imaged || AM072_imaged || Liver-32 || Liver-33 || Liver-34	cell_suspension || imaged_specimen
a4e984d0-deb9-44a8-aba0-326743c3eeba	tdr:bigquery:gcp:datarepo-76ead5af:hca_prod_64809a52f7034aecb3a5eca808a971d0__20250227_dcp2_20250304_dcp47:/0	8c148140-ffb1-4b38-b903-fd6993b7e4d1	2025-02-24T11:08:55.943000Z	492f2197-0cfd-475b-8954-c4080296c411	analysis_file	GSM6416569_6854-14_features.tsv.gz	tsv.gz		294478	1f0aaaa1-0f5b-49e4-9455-fb6778b0f267	2025-02-20T12:33:07.074000Z	73e6f3a1	a698fb66875f9f5c2c19a83bd95193d2cef39168436495505041941b55c24a3f	application/gzip; dcp-type=data; dcp-type=data	drs://data.terra.bio/v1_a4e984d0-deb9-44a8-aba0-326743c3eeba_f4349205-658b-4040-bcaa-f710c73dfdca	https://service.azul.data.humancellatlas.org/repository/files/1f0aaaa1-0f5b-49e4-9455-fb6778b0f267?catalog=dcp47&version=2025-02-20T12%3A33%3A07.074000Z	7b3ac037-4f65-4699-ad8d-73f03987ed23	Liver-14	10000		8c148140-ffb1-4b38-b903-fd6993b7e4d1	Illumina NovaSeq 6000	False	10x 3' v3	single nucleus	64809a52-f703-4aec-b3a5-eca808a971d0	Blavatnik Institute, Harvard Medical School || Boston Children’s Hospital || Broad Institute of Harvard and MIT || EMBL-EBI || Massachusetts General Hospital || University of Massachusetts Chan Medical School	Core for Computational Biomedicine, Department for Biomedical Informatics, || Division of Gastroenterology || Program in Cellular and Molecular Medicine	FibroticLiverWatsonMERFISH	Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution	310000	e93eb03d-3a41-4465-b58a-77e17617f880	normal	Liver			male	donor_3	7060464f-44b5-4f47-8703-48ba5c8e59f1	Homo sapiens	human adult stage	normal	61-70 year							specimens	e93eb03d-3a41-4465-b58a-77e17617f880	AM048	7b3ac037-4f65-4699-ad8d-73f03987ed23	Liver-14	cell_suspension
